keyword,position,title,place_id,data_id,data_cid,provider_id,rating,reviews,price,type,types,type_id,type_ids,address,open_state,phone,website,latitude,longitude,user_review,thumbnail,serpapi_thumbnail,reviews_link,photos_link,place_id_search,operating_hours_json,service_options_json
Quán ăn Đà Nẵng,1,Cơm nhà vui,ChIJi5XzTqsZQjERn5HbwcdvD5Y,0x314219ab4ef3958b:0x960f6fc7c1db919f,10812984134081417631,/g/11k02pk2dj,4.9,2153.0,100-200 N ₫,Nhà hàng Việt Nam,Nhà hàng Việt Nam,vietnamese_restaurant,vietnamese_restaurant,"86 Đ. 2 Tháng 9, Phước Ninh, Hải Châu, Đà Nẵng 10000, Việt Nam",Đang mở cửa ⋅ Đóng cửa lúc 22:00,+84 933 865 786,,16.0566182,108.22206709999999,"""Vị đồ ăn các món đều khá ngon, được tặng kèm món chè tráng miệng.""",https://lh3.googleusercontent.com/p/AF1QipMfwKeDI6xnpKF8SxrHm_hqKK33SQ1n0ucpwXSU=w138-h92-k-no,https://serpapi.com/images/url/M1hg0nicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngm1buneriaVaRV-DtZhFcUeSRG59R6O1tbBwcaJhnUJpcUB4RHGpbbmhsoZthaaSbrZuXDwC0YCGS,https://serpapi.com/search.json?data_id=0x314219ab4ef3958b%3A0x960f6fc7c1db919f&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x314219ab4ef3958b%3A0x960f6fc7c1db919f&engine=google_maps_photos&hl=vi,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJi5XzTqsZQjERn5HbwcdvD5Y,"{""thứ hai"": ""10:00–22:00"", ""thứ ba"": ""10:00–22:00"", ""thứ tư"": ""10:00–22:00"", ""thứ năm"": ""10:00–22:00"", ""thứ sáu"": ""10:00–22:00"", ""thứ bảy"": ""10:00–22:00"", ""chủ nhật"": ""10:00–22:00""}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng"": true}"
Quán ăn Đà Nẵng,2,Hải sản Mộc quán Đà Nẵng,ChIJx6-KGnIXQjER7x-T0zeOlBw,0x314217721a8aafc7:0x1c948e37d3931fef,2059427300039139311,/g/11h64qj0wn,4.7,15505.0,$$,Nhà hàng hải sản,"Nhà hàng hải sản, Nhà hàng",seafood_restaurant,"seafood_restaurant, restaurant","26 Tô Hiến Thành, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam",Đang mở cửa ⋅ Đóng cửa lúc 22:30,+84 905 665 058,https://www.facebook.com/mocseafood,16.0639962,108.24157439999999,"""Quán đồ ăn cực ngon vị trí đẹp có nhiều view đẹp""",https://lh3.googleusercontent.com/p/AF1QipPtOsZN_eeunmn-tBE4WCyOzBGyT9-XxEydfV9d=w80-h106-k-no,https://serpapi.com/images/url/j_5ADHicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFkQUOJfHOUXn5pampebp1vi5GoS7lzpX-XkXhliqRtR4VqZkhZmmWJbbmGgm2FoYKabrZuXDwDBKCHK,https://serpapi.com/search.json?data_id=0x314217721a8aafc7%3A0x1c948e37d3931fef&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x314217721a8aafc7%3A0x1c948e37d3931fef&engine=google_maps_photos&hl=vi,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJx6-KGnIXQjER7x-T0zeOlBw,"{""thứ hai"": ""10:30–22:30"", ""thứ ba"": ""10:30–22:30"", ""thứ tư"": ""10:30–22:30"", ""thứ năm"": ""10:30–22:30"", ""thứ sáu"": ""10:30–22:30"", ""thứ bảy"": ""10:30–22:30"", ""chủ nhật"": ""10:30–22:30""}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng"": true}"
Quán ăn Đà Nẵng,3,Cô Ba Phở bò,ChIJQYGTw4MZQjER9-WZcXZUfAM,0x31421983c3938141:0x37c54767199e5f7,251168546914690551,/g/11gnpx_f59,4.8,6552.0,100-200 N ₫,Nhà hàng,Nhà hàng,restaurant,restaurant,"154 Bạch Đằng, Hải Châu, Đà Nẵng 550000, Việt Nam",Đang mở cửa ⋅ Đóng cửa lúc 22:00,+84 236 3996 268,,16.0669705,108.22471879999999,"""Mình thấy mang đồ ăn ra khá nhanh, không phải đợi lâu.""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-EuWlqFjfwInwbF-cTbaZpgxUfveY_xa9_MJ7bxuJHKERUHTZgm2mooIr-PenlYEcxiPbjRL6wSwuCXB0VnMyckDCXOb4LNCt_4--1XGflVKdInBTMNrHtIvalLyr-S-hbaA=w122-h92-k-no,https://serpapi.com/images/url/cf1Oe3icBcFRboIwGADgE_2ijGzBZA_KQFBwRhGRF0K70qqlZW2xeD8v4W38vteTGdPrueNw9jGhUlJOBk0UlsIQYSZYdg7tNWAN2lkEPvOEgnA48f_o2tpEWBQBzlFT9XQ8tndyrsfGr7P1FxqHdbwJ98c4r2jndlImCnZE8HOIx8sOXffppz3YISiX00JkD3z7Ccpf5KXbwNQewKxctbzY_CVimWdbFZvk3vD0oeAADDWLbztzXWC-CzcQ8g0rPUVq,https://serpapi.com/search.json?data_id=0x31421983c3938141%3A0x37c54767199e5f7&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31421983c3938141%3A0x37c54767199e5f7&engine=google_maps_photos&hl=vi,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJQYGTw4MZQjER9-WZcXZUfAM,"{""thứ hai"": ""10:00–22:00"", ""thứ ba"": ""10:00–22:00"", ""thứ tư"": ""10:00–22:00"", ""thứ năm"": ""10:00–22:00"", ""thứ sáu"": ""10:00–22:00"", ""thứ bảy"": ""10:00–22:00"", ""chủ nhật"": ""10:00–22:00""}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng"": true}"
Quán ăn Đà Nẵng,4,Bếp Cuốn Đà Nẵng,ChIJ-UgnY_QXQjERJTTHpNvcFNw,0x314217f4632748f9:0xdc14dcdba4c73425,15858543023798826021,/g/11hz90gsyw,4.9,11874.0,100-300 N ₫,Nhà hàng Việt Nam,"Nhà hàng Việt Nam, Nhà hàng",vietnamese_restaurant,"vietnamese_restaurant, restaurant","31-33 Trần Bạch Đằng, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam",Đang mở cửa ⋅ Đóng cửa lúc 22:00,+84 702 689 989,https://www.facebook.com/DINNER.LUNCH.BEPCUON/,16.0579628,108.2451505,"""Quán view đẹp, đồ ăn ngon, đồ uống cũng ngon luôn.""",https://lh3.googleusercontent.com/p/AF1QipNFjFvRQlzsrFSyTjY0njnb3oaZbsupmG4G9Qrf=w126-h92-k-no,https://serpapi.com/images/url/dZKG3XicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFng55blVhYUmFNVXOQWXBmSFWmQl5WXZJyfGJVUXFqQ627ibhlYlGZbbmhkppthaaSbrZuXDwDOZyJM,https://serpapi.com/search.json?data_id=0x314217f4632748f9%3A0xdc14dcdba4c73425&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x314217f4632748f9%3A0xdc14dcdba4c73425&engine=google_maps_photos&hl=vi,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJ-UgnY_QXQjERJTTHpNvcFNw,"{""thứ hai"": ""10:30–22:00"", ""thứ ba"": ""10:30–22:00"", ""thứ tư"": ""10:30–22:00"", ""thứ năm"": ""10:30–22:00"", ""thứ sáu"": ""10:30–22:00"", ""thứ bảy"": ""10:30–22:00"", ""chủ nhật"": ""10:30–22:00""}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng_gián_tiếp"": true}"
Quán ăn Đà Nẵng,5,Bánh Xèo Bà Dưỡng,ChIJrSiIJ8oZQjERn2-PvhzOCuU,0x314219ca278828ad:0xe50ace1cbe8f6f9f,16504230407304081311,/g/11csqxxgqn,4.3,8810.0,1-100.000 ₫,Nhà hàng Việt Nam,"Nhà hàng Việt Nam, Nhà hàng bánh kếp",vietnamese_restaurant,"vietnamese_restaurant, pancake_house","280/23 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam",Sắp đóng cửa ⋅ 21:30 ⋅ Mở lúc 9:30 Th 3,+84 236 3873 168,,16.058877199999998,108.216166,"""Quán nằm trong hẻm nhỏ dài khoảng 100m không đi xe ô tô vào được.""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqINnpbd83MXq_rxW5dEikcgtru1YXzC1slktQWuvs6j7MSW2Bwu88-JWW31_Go3wmzG1tpaQVxm0Y4wJa7IKFrBIDA5Qanf4ilQB_Udydqdduo0-Y3HJACH9dhy1WzhV9Vvnee=w184-h92-k-no,https://serpapi.com/images/url/49otvXicBcFtDoIgAADQE6ERVtrWD7UvbbW5lugvZ0JiKqhAlvfrEN2m935fplQn16bZMGSUQpQN1ZIOheCKcmUUojXLToJCAmm6vsMs3gcX3t2Jjc5Jnw1vvCC7qi5KNWiYJpMPZVOrCOuXXD5X5yuee6O2bRBijGB2EGhspwNUXR7F73aWWmOYr4LTfvCCrbuIcv6wqibyshv5kJ4QLWYgRcfQ9Y8OYR-IJxY78YtTuhmhbQHmzEENuPgDJNlFMw,https://serpapi.com/search.json?data_id=0x314219ca278828ad%3A0xe50ace1cbe8f6f9f&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x314219ca278828ad%3A0xe50ace1cbe8f6f9f&engine=google_maps_photos&hl=vi,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJrSiIJ8oZQjERn2-PvhzOCuU,"{""thứ hai"": ""09:30–21:30"", ""thứ ba"": ""09:30–21:30"", ""thứ tư"": ""09:30–21:30"", ""thứ năm"": ""09:30–21:30"", ""thứ sáu"": ""09:30–21:30"", ""thứ bảy"": ""09:30–21:30"", ""chủ nhật"": ""09:30–21:30""}","{""Ăn_tại_chỗ"": true, ""mua_hàng_ngay_trên_xe"": true, ""giao_hàng_gián_tiếp"": true}"
Quán ăn Đà Nẵng,6,Quán Hải Sản Thời Cổ Đà Nẵng - Seafood Restaurant,ChIJ1Xr5dnkXQjERSYpx3HJqSj0,0x3142177976f97ad5:0x3d4a6a72dc718a49,4416459426147437129,/g/11fd4pvng9,4.7,3245.0,$$,Nhà hàng hải sản,"Nhà hàng hải sản, Nhà hàng, Chợ hải sản, Nhà hàng Việt Nam",seafood_restaurant,"seafood_restaurant, restaurant, seafood_market, vietnamese_restaurant","354/1 Võ Nguyên Giáp, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam",Đang mở cửa ⋅ Đóng cửa lúc 23:00,+84 905 749 079,https://www.facebook.com/haisanthoico?mibextid=ZbWKwL,16.0438626,108.2473136,"""Quán đẹp, đồ ăn ngon, nhân viên thân thiện 10/100 oki, sẽ ghé lại""",https://lh3.googleusercontent.com/p/AF1QipPsxl9pcln-7vYkUXbjieFtYl_UUHnxI0qE5eJv=w122-h92-k-no,https://serpapi.com/images/url/IIgPWXicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFkQUFyRY1mQnJOna14WmR0akZSVmepWEpkTHxrqkVfhaVDoaprqVWZbbmhkpJthaaSbrZuXDwDNkSIo,https://serpapi.com/search.json?data_id=0x3142177976f97ad5%3A0x3d4a6a72dc718a49&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x3142177976f97ad5%3A0x3d4a6a72dc718a49&engine=google_maps_photos&hl=vi,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJ1Xr5dnkXQjERSYpx3HJqSj0,"{""thứ hai"": ""10:00–23:00"", ""thứ ba"": ""10:00–23:00"", ""thứ tư"": ""10:00–23:00"", ""thứ năm"": ""10:00–23:00"", ""thứ sáu"": ""10:00–23:00"", ""thứ bảy"": ""10:00–23:00"", ""chủ nhật"": ""10:00–23:00""}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng_gián_tiếp"": true}"
Quán ăn Đà Nẵng,7,Quán Cô Hồng - Đặc Sản Đà Nẵng,ChIJIyaMMCoXQjERjisDFU7W4mI,0x3142172a308c2623:0x62e2d64e15032b8e,7125493191301868430,/g/11t27gppbv,4.5,1392.0,100-200 N ₫,Nhà hàng Việt Nam,"Nhà hàng Việt Nam, Nhà hàng",vietnamese_restaurant,"vietnamese_restaurant, restaurant","103 Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng 550000, Việt Nam",Sắp đóng cửa ⋅ 21:30 ⋅ Mở lúc 9:00 Th 3,+84 905 661 186,http://www.quancohong.com/,16.0543959,108.2393137,"""Món ăn ngon, không gian quán sạch đẹp, nhân viên dễ thương, nhiệt tình""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-fX4BeL1RqdhgBDNr0aR3hd_vUJ9W8nVOZ7bx9D4eZntRkWn23Iz3BTH0Dy86E0HQ5YllVCtvrr43_wT8Scy2EhIzNT0SL97nOaS5QcGHIr2wDVGP8LVht16Bg8DePcs_7zV6=w163-h92-k-no,https://serpapi.com/images/url/mgwvfHicBcFbsoIgAADQFZEPTKGZ-5HRpI3TQ40eP04RwUwGBZQ399ci2k3nfD_SubsdeV4r4UBoLVr-tNwwrRxXbsD0zRN3C5gF1htPsIzUA1x2UcqLoHycpUjJwvjHEspz89rM8RYpujwkp39MIn5QrrxuVQjzHqZ15pM3iqd-th7u25ZO3MuYCDZdjSr2Dqcy7xe1XxU4UctjNVyzWZabsCN0tkIFlS6IU4EIXzHbJD2N_7oghkDiEFyB0j8wfEJ2,https://serpapi.com/search.json?data_id=0x3142172a308c2623%3A0x62e2d64e15032b8e&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x3142172a308c2623%3A0x62e2d64e15032b8e&engine=google_maps_photos&hl=vi,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJIyaMMCoXQjERjisDFU7W4mI,"{""thứ hai"": ""09:00–21:30"", ""thứ ba"": ""09:00–21:30"", ""thứ tư"": ""09:00–21:30"", ""thứ năm"": ""09:00–21:30"", ""thứ sáu"": ""09:00–21:30"", ""thứ bảy"": ""09:00–21:30"", ""chủ nhật"": ""09:00–21:30""}","{""Ăn_tại_chỗ"": true, ""mua_hàng_ngay_trên_xe"": true, ""giao_hàng_gián_tiếp"": true}"
Quán ăn Đà Nẵng,8,Bé Ni 2,ChIJySI1VxkXQjERUSItJZQgxBE,0x31421719573522c9:0x11c42094252d2251,1280184014731027025,/g/1pzwdq9yk,4.8,9750.0,,Nhà hàng hải sản,"Nhà hàng hải sản, Nhà hàng",seafood_restaurant,"seafood_restaurant, restaurant","228 Võ Nguyên Giáp, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam",Mở cả ngày,+84 773 515 685,,16.066801599999998,108.2449953,"""Quán đẹp,sang mà đồ ăn lại ngon, hãy trải nghiệm rất hài lòng""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqeoWhr_t8T4aJF8fGoT3K3cTjIbsUf0G1sIZ1uj6TPDQ94GUU6rGAzhrFf7VuLKzaFudTkognQ_lT6hUy_v-X-wq9cXRhU7OqttSAme98ttwalchAmIAPWTRTKiuIcjupCzFPKCQ=w122-h92-k-no,https://serpapi.com/images/url/Bua6MnicBcHdToMwGADQJ-qQnzBq4kWDgSAmwmzd4g1hXeGTQQv0q0Re0GfwbTzn7xcQZ_voeSOEh96YflTOqlUajUrjQZrJ62dLpCXWYymFSC_KnGFtMOFR-5IlXW54WIaSD8XViu4h923x6bsh5tVzTaNciHjN2Q5r1h0_3Gu5t5m78bvpdd2MPAbx03yTC9kWKi8nEMe3BfGdTYomiFs7SmBTwaozP_HyyxVycHO6Z1WZ1k-bHwQEaEDuRJt_esRGGg,https://serpapi.com/search.json?data_id=0x31421719573522c9%3A0x11c42094252d2251&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31421719573522c9%3A0x11c42094252d2251&engine=google_maps_photos&hl=vi,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJySI1VxkXQjERUSItJZQgxBE,"{""thứ hai"": ""Mở cửa cả ngày"", ""thứ ba"": ""Mở cửa cả ngày"", ""thứ tư"": ""Mở cửa cả ngày"", ""thứ năm"": ""Mở cửa cả ngày"", ""thứ sáu"": ""Mở cửa cả ngày"", ""thứ bảy"": ""Mở cửa cả ngày"", ""chủ nhật"": ""Mở cửa cả ngày""}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true}"
Quán ăn Đà Nẵng,9,Mì Quảng Ếch bếp Trang,ChIJHRmt7soZQjERhuei1xWj9Xs,0x314219caeead191d:0x7bf5a315d7a2e786,8932224750166665094,/g/11h4mpk4m1,4.3,2537.0,1-100.000 ₫,Nhà hàng,Nhà hàng,restaurant,restaurant,"441 Ông Ích Khiêm, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam",Đang mở cửa ⋅ Đóng cửa lúc 22:15,+84 766 771 772,,16.0620258,108.21639859999999,"""- View: mình ko đánh giá nhiều về view, vì decor theo kiểu ăn gia đình.""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npbU-hMomowJIUsxbRM0SRcvSVlYpG6IW39vMeBc7iXisIs4Nrm-Fy0u2gKZXXj_cK25z9c2airR8FKVeTS-uzc5PwMnITK6xJgMMHS8nE_-ZsOptZaHiT1aOjfQ9j_3LoEvLM=w122-h92-k-no,https://serpapi.com/images/url/yGC9fHicBcFbcoIwFADQFV3R4Cud6Yd1tCKmtoAW-WEwkyYgJBluAOv6uonuxnP-_5RzFl88r1b-SBoja9GhaLnRTmg34qbxpEXgCOit1lRNtb2eQDHTmGEfnPB-jdg4jngfn-uLfZ8H3z7tmXjjizItMcDpR9vA9nfcERlmaVrlPCSzB-WkKNtouQ3PIomhe_DZ58B0kITz-14ytouXepNDhkfrsmJXJpPiWP180Sr3D2bTH9jrMCEEFCVwA22eqN5EPg,https://serpapi.com/search.json?data_id=0x314219caeead191d%3A0x7bf5a315d7a2e786&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x314219caeead191d%3A0x7bf5a315d7a2e786&engine=google_maps_photos&hl=vi,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJHRmt7soZQjERhuei1xWj9Xs,"{""thứ hai"": ""06:30–22:15"", ""thứ ba"": ""06:30–22:15"", ""thứ tư"": ""06:30–22:15"", ""thứ năm"": ""06:30–22:15"", ""thứ sáu"": ""06:30–22:15"", ""thứ bảy"": ""06:30–22:15"", ""chủ nhật"": ""06:30–22:15""}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng"": true}"
Quán ăn Đà Nẵng,10,An Nam Quán,ChIJZ6rtiwkXQjEReKnNFp6-4zk,0x314217098bedaa67:0x39e3be9e16cda978,4171387266071898488,/g/11t2s748xh,4.4,600.0,100-200 N ₫,Nhà hàng,Nhà hàng,restaurant,restaurant,"B15 Lô 42, 43 Trần Bạch Đằng, P, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam",Sắp đóng cửa ⋅ 21:30 ⋅ Mở lúc 9:00 Th 3,+84 788 661 233,https://annamquan.info/,16.0556731,108.24573439999999,"""Cơm ngon, thức ăn nấu vừa miệng, màu sắc đẹp.""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqDvidOFIhsH3nk2V9n-xK9INJtj4tCauIrrhgeT2xJUqrDNS_FIJ5gbsbsOb98FoyjgLeD9FSx_1p5ds4PVmlVQOwfUnHa_WSL3IpvQ6jhjuGB001CaRzdQd29AEfwT-G4v7jy5w=w122-h92-k-no,https://serpapi.com/images/url/3otgoHicBcFbcoIwFADQFUUkgG2c6YcF0aAjRRQ_GR4xMWKC3PCwG-wa3E3Pef8JY1pYWlYjnBnXmjesB9ZVWhmmzKzSD4u3gCpAYK18Ilz1DIZbHYdUwNZRd5wRhaYdoYfISNf4RU-7TnB2wlN0fnbBIc1DGnm8hBLiknyG-iX5ngUkTKfcbr0a3J_s0WRJPF7Palvkl3Tv0HZIFlLIfvM9n9t-cfytkxqT1fo6ntDGHT7kyxu_RhtjJAhGd6T0P4x4RVk,https://serpapi.com/search.json?data_id=0x314217098bedaa67%3A0x39e3be9e16cda978&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x314217098bedaa67%3A0x39e3be9e16cda978&engine=google_maps_photos&hl=vi,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJZ6rtiwkXQjEReKnNFp6-4zk,"{""thứ hai"": ""09:00–21:30"", ""thứ ba"": ""09:00–21:30"", ""thứ tư"": ""09:00–21:30"", ""thứ năm"": ""09:00–21:30"", ""thứ sáu"": ""09:00–21:30"", ""thứ bảy"": ""09:00–21:30"", ""chủ nhật"": ""09:00–21:30""}","{""Ăn_tại_chỗ"": true, ""nhận_hàng_ở_lề_đường"": true}"
